,drug,URL
3212,"Antihemophilic factor (recombinant), fc-vwf-xten fusion protein-ehtl",https://www.drugs.com/cons/antihemophilic-factor-recombinant-fc-vwf-xten-fusion-protein-ehtl.html
3213,"Antihemophilic factor (recombinant), glycopegylated-exei",https://www.drugs.com/cons/antihemophilic-factor-recombinant-glycopegylated-exei.html
3214,"Antihemophilic Factor (recombinant), PEGylated",https://www.drugs.com/monograph/antihemophilic-factor-recombinant-pegylated.html
3215,Antihemophilic factor human,https://www.drugs.com/mtm/antihemophilic-factor-human.html
3216,Antihemophilic factor recombinant,https://www.drugs.com/mtm/antihemophilic-factor-recombinant.html
3217,Antihemophilic factor viii and von willebrand factor,https://www.drugs.com/cons/antihemophilic-factor-viii-and-von-willebrand-factor.html
3218,Antihistamines General Statement,https://www.drugs.com/monograph/antihistamines-general-statement.html
3219,Antilirium,https://www.drugs.com/mtm/antilirium.html
3220,Antimuscarinics/Antispasmodics General Statement,https://www.drugs.com/monograph/antimuscarinics-antispasmodics-general-statement.html
3221,Antinaus 50,https://www.drugs.com/cons/antinaus-50.html
3222,Antipyrine and benzocaine,https://www.drugs.com/cons/antipyrine-and-benzocaine.html
3223,Antipyrine and Benzocaine Ear Drops,https://www.drugs.com/pro/antipyrine-and-benzocaine-ear-drops.html
3224,Antiretroviral Agents General Statement,https://www.drugs.com/monograph/antiretroviral-agents-general-statement.html
3225,Antiseptic Skin Cleanser,https://www.drugs.com/mtm/antiseptic-skin-cleanser.html
3226,Antispasmodic,https://www.drugs.com/cons/antispasmodic.html
3227,Antithrombin alfa,https://www.drugs.com/monograph/antithrombin-alfa.html
3228,Antithrombin III (Human),https://www.drugs.com/monograph/antithrombin-iii-human.html
3229,Antithymocyte Globulin (Equine),https://www.drugs.com/monograph/antithymocyte-globulin-equine.html
3230,Antituberculosis Agents General Statement,https://www.drugs.com/monograph/antituberculosis-agents-general-statement.html
3231,Antitussin,https://www.drugs.com/cons/antitussin.html
3232,Antivenin,https://www.drugs.com/cons/antivenin.html
3233,Antivenin (Crotalidae) polyvalent,https://www.drugs.com/mtm/antivenin-crotalidae-polyvalent.html
3234,Antivenin (crotalidae) polyvalent immune fab,https://www.drugs.com/cons/antivenin-crotalidae-polyvalent-immune-fab.html
3235,Antivenin (latrodectus mactans),https://www.drugs.com/cons/antivenin-latrodectus-mactans.html
3236,Antivenin (Latrodectus mactans) (Equine),https://www.drugs.com/monograph/antivenin-latrodectus-mactans-equine.html
3237,Antivenin (micrurus fulvius),https://www.drugs.com/cons/antivenin-micrurus-fulvius.html
3238,Antivenin (Micrurus fulvius) (Equine),https://www.drugs.com/monograph/antivenin-micrurus-fulvius-equine.html
3239,Antivenin Black Widow Spider,https://www.drugs.com/pro/antivenin-black-widow-spider.html
3240,Antivenin North American Coral Snake,https://www.drugs.com/pro/antivenin-north-american-coral-snake.html
3241,Antivenin Polyvalent,https://www.drugs.com/cons/antivenin-polyvalent.html
3242,Antivenin-Spider,https://www.drugs.com/cons/antivenin-spider.html
3243,Antivenom Centruroides scorpion,https://www.drugs.com/mtm/antivenom-centruroides-scorpion.html
3244,Antivert,https://www.drugs.com/antivert.html
3245,Antivert/25,https://www.drugs.com/cons/antivert-25.html
3246,Antivert/50,https://www.drugs.com/cons/antivert-50.html
3247,Antizol,https://www.drugs.com/mtm/antizol.html
3248,Anturol,https://www.drugs.com/anturol.html
3249,Anu-Med rectal,https://www.drugs.com/mtm/anu-med-rectal.html
3250,"Anucort-HC cream, suppository",https://www.drugs.com/mtm/anucort-hc-cream-suppository.html
3251,Anucort-HC Suppository,https://www.drugs.com/pro/anucort-hc-suppository.html
3252,Anusol HC,https://www.drugs.com/cons/anusol-hc.html
3253,Anusol HC Suppository,https://www.drugs.com/pro/anusol-hc-suppository.html
3254,"Anusol-HC cream, suppository",https://www.drugs.com/mtm/anusol-hc-cream-suppository.html
3255,Anzemet,https://www.drugs.com/anzemet.html
3256,Anzemet (Dolasetron Intravenous),https://www.drugs.com/cons/anzemet-dolasetron-intravenous.html
3257,Anzemet (Dolasetron Oral),https://www.drugs.com/cons/anzemet-dolasetron-oral.html
3258,About Drugs.com,https://www.drugs.com/support/about.html
3259,Advertising policy,https://www.drugs.com/support/advertising.html
3260,Attribution & citations,https://www.drugs.com/support/citations.html
3261,Abilify,https://www.drugs.com/abilify.html
3262,Abilify Asimtufii,https://www.drugs.com/abilify-asimtufii.html
3263,Abilify Maintena,https://www.drugs.com/abilify-maintena.html
3264,Abiraterone,https://www.drugs.com/abiraterone.html
3265,Acetaminophen,https://www.drugs.com/acetaminophen.html
3266,Acetazolamide,https://www.drugs.com/mtm/acetazolamide.html
3267,Acetylcysteine,https://www.drugs.com/mtm/acetylcysteine.html
3268,Actemra,https://www.drugs.com/actemra.html
3269,Acyclovir,https://www.drugs.com/acyclovir.html
3270,Adalimumab,https://www.drugs.com/adalimumab.html
3271,Adderall,https://www.drugs.com/adderall.html
3272,Adderall XR,https://www.drugs.com/mtm/adderall-xr.html
3273,Advair Diskus,https://www.drugs.com/mtm/advair-diskus.html
3274,Advil,https://www.drugs.com/advil.html
3275,Afinitor,https://www.drugs.com/afinitor.html
3276,Agamree,https://www.drugs.com/agamree.html
3277,Aimovig,https://www.drugs.com/aimovig.html
3278,Ajovy,https://www.drugs.com/ajovy.html
3279,Albuterol,https://www.drugs.com/albuterol.html
3280,Aldactone,https://www.drugs.com/aldactone.html
3281,Alecensa,https://www.drugs.com/alecensa.html
3282,Alendronate,https://www.drugs.com/mtm/alendronate.html
3283,Alfuzosin,https://www.drugs.com/mtm/alfuzosin.html
3284,Allopurinol,https://www.drugs.com/allopurinol.html
3285,Alprazolam,https://www.drugs.com/alprazolam.html
3286,Alprolix,https://www.drugs.com/alprolix.html
3287,Alunbrig,https://www.drugs.com/alunbrig.html
3288,Amantadine,https://www.drugs.com/amantadine.html
3289,Ambien,https://www.drugs.com/ambien.html
3290,Ambroxol,https://www.drugs.com/ambroxol.html
3291,Aminocaproic acid,https://www.drugs.com/mtm/aminocaproic-acid.html
3292,Amiodarone,https://www.drugs.com/amiodarone.html
3293,Amitriptyline,https://www.drugs.com/amitriptyline.html
3294,Amlodipine,https://www.drugs.com/amlodipine.html
3295,Amoxicillin,https://www.drugs.com/amoxicillin.html
3296,Amoxicillin and Clavulanate,https://www.drugs.com/amoxicillin_clavulanate.html
3297,Anastrozole,https://www.drugs.com/mtm/anastrozole.html
3298,AndroGel,https://www.drugs.com/androgel.html
3299,Annovera,https://www.drugs.com/annovera.html
3300,Apalutamide,https://www.drugs.com/apalutamide.html
3301,Apixaban,https://www.drugs.com/mtm/apixaban.html
3302,Apokyn,https://www.drugs.com/apokyn.html
3303,Apriso,https://www.drugs.com/apriso.html
3304,Aptiom,https://www.drugs.com/aptiom.html
3305,Aricept,https://www.drugs.com/aricept.html
3306,Arikayce,https://www.drugs.com/arikayce.html
3307,Arimidex,https://www.drugs.com/arimidex.html
3308,Aripiprazole,https://www.drugs.com/aripiprazole.html
3309,Aristada,https://www.drugs.com/aristada.html
3310,Aromasin,https://www.drugs.com/aromasin.html
3311,Ascorbic acid,https://www.drugs.com/mtm/ascorbic-acid.html
3312,Aspirin,https://www.drugs.com/aspirin.html
3313,Atarax,https://www.drugs.com/atarax.html
3314,Atenolol,https://www.drugs.com/atenolol.html
3315,Ativan,https://www.drugs.com/ativan.html
3316,Atogepant,https://www.drugs.com/atogepant.html
3317,Atomoxetine,https://www.drugs.com/atomoxetine.html
3318,Atorvastatin,https://www.drugs.com/atorvastatin.html
3319,Aubagio,https://www.drugs.com/aubagio.html
3320,Augmentin,https://www.drugs.com/augmentin.html
3321,Austedo,https://www.drugs.com/austedo.html
3322,Auvelity,https://www.drugs.com/auvelity.html
3323,Avonex,https://www.drugs.com/avonex.html
3324,Avsola,https://www.drugs.com/avsola.html
3325,Azathioprine,https://www.drugs.com/mtm/azathioprine.html
3326,Azelastine,https://www.drugs.com/pro/azelastine.html
3327,Azilect,https://www.drugs.com/azilect.html
3328,Azithromycin,https://www.drugs.com/azithromycin.html
3329,Azulfidine,https://www.drugs.com/mtm/azulfidine.html
3330,About Drugs.com,https://www.drugs.com/support/about.html
3331,Advertising policy,https://www.drugs.com/support/advertising.html
3332,Attribution & citations,https://www.drugs.com/support/citations.html
3333,A-Phedrin,https://www.drugs.com/mtm/a-phedrin.html
3334,"Apadamtase alfa, recombinant",https://www.drugs.com/mtm/apadamtase-alfa-recombinant.html
3335,Apadaz,https://www.drugs.com/apadaz.html
3336,Apalutamide,https://www.drugs.com/apalutamide.html
3337,APAP w/Codeine,https://www.drugs.com/cons/apap-w-codeine.html
3338,ApexiCon,https://www.drugs.com/mtm/apexicon.html
3339,ApexiCon E,https://www.drugs.com/mtm/apexicon-e.html
3340,APF Gel,https://www.drugs.com/cons/apf-gel.html
3341,Aphedrid,https://www.drugs.com/mtm/aphedrid.html
3342,Aphexda,https://www.drugs.com/aphexda.html
3343,Aphthasol,https://www.drugs.com/aphthasol.html
3344,Apidra,https://www.drugs.com/apidra.html
3345,Apixaban,https://www.drugs.com/mtm/apixaban.html
3346,Aplenzin,https://www.drugs.com/aplenzin.html
3347,Aplicare One Hydrogen Peroxide,https://www.drugs.com/cons/aplicare-one-hydrogen-peroxide.html
3348,Aplicare One Tincture Of Iodine,https://www.drugs.com/cons/aplicare-one-tincture-of-iodine.html
3349,Aplicare Povidone Iodine Scrub,https://www.drugs.com/pro/aplicare-povidone-iodine-scrub.html
3350,Aplisol,https://www.drugs.com/cons/aplisol.html
3351,Apokyn,https://www.drugs.com/apokyn.html
3352,Apomorphine,https://www.drugs.com/apomorphine.html
3353,Apomorphine (Subcutaneous),https://www.drugs.com/cons/apomorphine-subcutaneous.html
3354,Apomorphine (Sublingual),https://www.drugs.com/cons/apomorphine-sublingual.html
3355,Apomorphine Injection,https://www.drugs.com/pro/apomorphine-injection.html
3356,Aponvie,https://www.drugs.com/cons/aponvie.html
3357,Appearex,https://www.drugs.com/mtm/appearex.html
3358,Apple Cider Vinegar,https://www.drugs.com/npc/apple-cider-vinegar.html
3359,Apples,https://www.drugs.com/npp/apples.html
3360,Apra,https://www.drugs.com/cons/apra.html
3361,Apraclonidine,https://www.drugs.com/cons/apraclonidine.html
3362,Apraclonidine (EENT),https://www.drugs.com/monograph/apraclonidine-eent.html
3363,Apraclonidine ophthalmic,https://www.drugs.com/mtm/apraclonidine-ophthalmic.html
3364,Apremilast,https://www.drugs.com/apremilast.html
3365,Aprepitant,https://www.drugs.com/mtm/aprepitant.html
3366,Aprepitant (Intravenous),https://www.drugs.com/cons/aprepitant-intravenous.html
3367,Aprepitant (Oral),https://www.drugs.com/cons/aprepitant-oral.html
3368,"Aprepitant, Fosaprepitant Dimeglumine",https://www.drugs.com/monograph/aprepitant-fosaprepitant-dimeglumine.html
3369,Apresazide,https://www.drugs.com/cons/apresazide.html
3370,Apresoline,https://www.drugs.com/mtm/apresoline.html
3371,Apresoline (Hydralazine Injection),https://www.drugs.com/cons/apresoline-hydralazine-injection.html
3372,Apresoline (Hydralazine Oral),https://www.drugs.com/cons/apresoline-hydralazine-oral.html
3373,Apretude,https://www.drugs.com/apretude.html
3374,Apri,https://www.drugs.com/mtm/apri.html
3375,Apricot,https://www.drugs.com/npp/apricot.html
3376,Apriso,https://www.drugs.com/apriso.html
3377,Aprizio Pak,https://www.drugs.com/pro/aprizio-pak.html
3378,Aprocitentan,https://www.drugs.com/mtm/aprocitentan.html
3379,Aprodine,https://www.drugs.com/mtm/aprodine.html
3380,Aptensio XR,https://www.drugs.com/mtm/aptensio-xr.html
3381,Aptiom,https://www.drugs.com/aptiom.html
3382,Aptivus,https://www.drugs.com/aptivus.html
3383,APur Thyroid,https://www.drugs.com/pro/apur-thyroid.html
3384,About Drugs.com,https://www.drugs.com/support/about.html
3385,Advertising policy,https://www.drugs.com/support/advertising.html
3386,Attribution & citations,https://www.drugs.com/support/citations.html
3387,Aqneursa,https://www.drugs.com/aqneursa.html
3388,Aqua Care,https://www.drugs.com/mtm/aqua-care.html
3389,Aqua Gem-E,https://www.drugs.com/cons/aqua-gem-e.html
3390,Aqua-Ban,https://www.drugs.com/mtm/aqua-ban.html
3391,Aquafresh,https://www.drugs.com/cons/aquafresh.html
3392,Aquamephyton,https://www.drugs.com/cons/aquamephyton.html
3393,Aquanil HC,https://www.drugs.com/cons/aquanil-hc.html
3394,Aquaphilic with Urea,https://www.drugs.com/mtm/aquaphilic-with-urea.html
3395,Aquaphor Healing,https://www.drugs.com/mtm/aquaphor-healing.html
3396,Aquasol A,https://www.drugs.com/mtm/aquasol-a.html
3397,Aquasol E,https://www.drugs.com/cons/aquasol-e.html
3398,Aquatab D,https://www.drugs.com/mtm/aquatab-d.html
3399,Aquatab DM,https://www.drugs.com/mtm/aquatab-dm.html
3400,Aquatensen,https://www.drugs.com/cons/aquatensen.html
3401,Aquax-H Cream,https://www.drugs.com/pro/aquax-h-cream.html
3402,Aquazide H,https://www.drugs.com/cons/aquazide-h.html
3403,Aquoral,https://www.drugs.com/mtm/aquoral.html
3404,About Drugs.com,https://www.drugs.com/support/about.html
3405,Advertising policy,https://www.drugs.com/support/advertising.html
3406,Attribution & citations,https://www.drugs.com/support/citations.html
3407,Arabinoxylan,https://www.drugs.com/npc/arabinoxylan.html
3408,Arakoda,https://www.drugs.com/arakoda.html
3409,Aralast,https://www.drugs.com/cons/aralast.html
3410,Aralast NP,https://www.drugs.com/mtm/aralast-np.html
3411,Aralen,https://www.drugs.com/pro/aralen.html
3412,Aralen Phosphate,https://www.drugs.com/mtm/aralen-phosphate.html
3413,Aranelle,https://www.drugs.com/pro/aranelle.html
3414,Aranelle birth control,https://www.drugs.com/mtm/aranelle-birth-control.html
3415,Aranesp,https://www.drugs.com/aranesp.html
3416,Arava,https://www.drugs.com/arava.html
3417,Arazlo,https://www.drugs.com/mtm/arazlo.html
3418,Arbinoxa,https://www.drugs.com/cons/arbinoxa.html
3419,Arcalyst,https://www.drugs.com/arcalyst.html
3420,Arcapta,https://www.drugs.com/arcapta.html
3421,Arcapta Neohaler,https://www.drugs.com/cons/arcapta-neohaler.html
3422,Arcoxia,https://www.drugs.com/arcoxia.html
3423,Arctic Relief,https://www.drugs.com/mtm/arctic-relief.html
3424,Ardeparin,https://www.drugs.com/cons/ardeparin.html
3425,Aredia,https://www.drugs.com/mtm/aredia.html
3426,Arestin,https://www.drugs.com/pro/arestin.html
3427,Arestin mucous membrane powder,https://www.drugs.com/mtm/arestin-mucous-membrane-powder.html
3428,Arexvy,https://www.drugs.com/arexvy.html
3429,Arexvy (Respiratory syncytial virus vaccine Intramuscular),https://www.drugs.com/cons/arexvy-respiratory-syncytial-virus-vaccine-intramuscular.html
3430,"Arexvy (Respiratory syncytial virus vaccine, adjuvanted Intramuscular)",https://www.drugs.com/cons/arexvy-respiratory-syncytial-virus-vaccine-adjuvanted-intramuscular.html
3431,Arformoterol,https://www.drugs.com/cons/arformoterol.html
3432,Arformoterol inhalation,https://www.drugs.com/mtm/arformoterol-inhalation.html
3433,Arformoterol Inhalation Solution,https://www.drugs.com/pro/arformoterol-inhalation-solution.html
3434,Argania,https://www.drugs.com/npp/argania.html
3435,Argatroban,https://www.drugs.com/mtm/argatroban.html
3436,Arginine,https://www.drugs.com/cons/arginine.html
3437,Aricept,https://www.drugs.com/aricept.html
3438,Aricept ODT,https://www.drugs.com/mtm/aricept-odt.html
3439,Aricept Oral Solution,https://www.drugs.com/pro/aricept-oral-solution.html
3440,Aricept Tablets,https://www.drugs.com/pro/aricept-tablets.html
3441,Aridol,https://www.drugs.com/aridol.html
3442,Aridol Bronchial Challenge Test Kit,https://www.drugs.com/pro/aridol-bronchial-challenge-test-kit.html
3443,Arikayce,https://www.drugs.com/arikayce.html
3444,Arimidex,https://www.drugs.com/arimidex.html
3445,Arimoclomol,https://www.drugs.com/mtm/arimoclomol.html
3446,Arimoclomol Citrate,https://www.drugs.com/monograph/arimoclomol-citrate.html
3447,Aripiprazole,https://www.drugs.com/aripiprazole.html
3448,Aripiprazole (Intramuscular),https://www.drugs.com/cons/aripiprazole-intramuscular.html
3449,Aripiprazole injection,https://www.drugs.com/mtm/aripiprazole-injection.html
3450,Aripiprazole lauroxil,https://www.drugs.com/cons/aripiprazole-lauroxil.html
3451,Aripiprazole ODT,https://www.drugs.com/pro/aripiprazole-odt.html
3452,Aripiprazole Oral Solution,https://www.drugs.com/pro/aripiprazole-oral-solution.html
3453,Aripiprazole Tablets,https://www.drugs.com/pro/aripiprazole-tablets.html
3454,Aristada,https://www.drugs.com/aristada.html
3455,Aristada Initio,https://www.drugs.com/cons/aristada-initio.html
3456,Aristada Initio injection,https://www.drugs.com/mtm/aristada-initio-injection.html
3457,Aristada injection,https://www.drugs.com/mtm/aristada-injection.html
3458,Aristocort,https://www.drugs.com/cons/aristocort.html
3459,Aristocort A,https://www.drugs.com/cons/aristocort-a.html
3460,Aristocort Forte,https://www.drugs.com/cons/aristocort-forte.html
3461,Aristospan,https://www.drugs.com/cons/aristospan.html
3462,Arixtra,https://www.drugs.com/mtm/arixtra.html
3463,Armodafinil,https://www.drugs.com/armodafinil.html
3464,ArmonAir Digihaler,https://www.drugs.com/pro/armonair-digihaler.html
3465,Armonair Digihaler with eModule,https://www.drugs.com/cons/armonair-digihaler-with-emodule.html
3466,Armonair Respiclick,https://www.drugs.com/cons/armonair-respiclick.html
3467,Armour Thyroid,https://www.drugs.com/mtm/armour-thyroid.html
3468,Arnica,https://www.drugs.com/npc/arnica.html
3469,Arnuity Ellipta,https://www.drugs.com/arnuity-ellipta.html
3470,Aromasin,https://www.drugs.com/aromasin.html
3471,Aromatic ammonia spirit,https://www.drugs.com/cons/aromatic-ammonia-spirit.html
3472,Arranon,https://www.drugs.com/arranon.html
3473,Arrestin,https://www.drugs.com/cons/arrestin.html
3474,Arsenic trioxide,https://www.drugs.com/mtm/arsenic-trioxide.html
3475,Arsenic Trioxide Injection,https://www.drugs.com/pro/arsenic-trioxide-injection.html
3476,Artane,https://www.drugs.com/cons/artane.html
3477,Artelac Nighttime,https://www.drugs.com/mtm/artelac-nighttime.html
3478,Artemether and lumefantrine,https://www.drugs.com/mtm/artemether-and-lumefantrine.html
3479,Artesunate,https://www.drugs.com/mtm/artesunate.html
3480,Artesunate Injection,https://www.drugs.com/pro/artesunate-injection.html
3481,Arthricare Cream,https://www.drugs.com/mtm/arthricare-cream.html
3482,Arthricare For Women,https://www.drugs.com/cons/arthricare-for-women.html
3483,Arthriten,https://www.drugs.com/mtm/arthriten.html
3484,Arthritis Pain,https://www.drugs.com/mtm/arthritis-pain.html
3485,Arthritis Pain Relief,https://www.drugs.com/cons/arthritis-pain-relief.html
3486,Arthrotec,https://www.drugs.com/arthrotec.html
3487,Articadent,https://www.drugs.com/pro/articadent.html
3488,Articadent Dental with Ephinephrine,https://www.drugs.com/cons/articadent-dental-with-ephinephrine.html
3489,Articaine,https://www.drugs.com/monograph/articaine.html
3490,Articaine and epinephrine,https://www.drugs.com/mtm/articaine-and-epinephrine.html
3491,Articaine and Epinephrine Injection,https://www.drugs.com/pro/articaine-and-epinephrine-injection.html
3492,Artichoke,https://www.drugs.com/npc/artichoke.html
3493,Artificial Tears,https://www.drugs.com/mtm/artificial-tears.html
3494,Artiss,https://www.drugs.com/artiss.html
3495,Artiss Duo Set,https://www.drugs.com/mtm/artiss-duo-set.html
3496,Artiss Duploject,https://www.drugs.com/mtm/artiss-duploject.html
3497,Artiss Frozen,https://www.drugs.com/pro/artiss-frozen.html
3498,Arymo ER,https://www.drugs.com/cons/arymo-er.html
3499,Arze-Ject-A,https://www.drugs.com/pro/arze-ject-a.html
3500,Arzerra,https://www.drugs.com/arzerra.html
3501,Arzerra intravenous,https://www.drugs.com/mtm/arzerra-intravenous.html
3502,About Drugs.com,https://www.drugs.com/support/about.html
3503,Advertising policy,https://www.drugs.com/support/advertising.html
3504,Attribution & citations,https://www.drugs.com/support/citations.html
3505,AS 3,https://www.drugs.com/pro/as-3.html
3506,Asacol,https://www.drugs.com/pro/asacol.html
3507,Asacol HD,https://www.drugs.com/asacol.html
3508,Asafoetida,https://www.drugs.com/npp/asafoetida.html
3509,Ascarel,https://www.drugs.com/cons/ascarel.html
3510,Asceniv,https://www.drugs.com/pro/asceniv.html
3511,"Asceniv (Immune globulin Intramuscular, Intravenous, Subcutaneous)",https://www.drugs.com/cons/asceniv-immune-globulin-intramuscular-intravenous-subcutaneous.html
3512,Asceniv (Immune globulin-slra Intravenous),https://www.drugs.com/cons/asceniv-immune-globulin-slra-intravenous.html
3513,Asciminib,https://www.drugs.com/mtm/asciminib.html
3514,Asciminib Hydrochloride,https://www.drugs.com/monograph/asciminib-hydrochloride.html
3515,Asclera,https://www.drugs.com/asclera.html
3516,Asclera Injection,https://www.drugs.com/pro/asclera-injection.html
3517,Ascocid,https://www.drugs.com/cons/ascocid.html
3518,Ascomp w/Codeine,https://www.drugs.com/cons/ascomp-w-codeine.html
3519,Ascomp with Codeine,https://www.drugs.com/mtm/ascomp-with-codeine.html
3520,Ascor,https://www.drugs.com/cons/ascor.html
3521,Ascor Injection,https://www.drugs.com/pro/ascor-injection.html
3522,Ascorbic acid,https://www.drugs.com/mtm/ascorbic-acid.html
3523,Ascorbic acid (Intravenous),https://www.drugs.com/cons/ascorbic-acid-intravenous.html
3524,Ascorbic acid (Oral),https://www.drugs.com/cons/ascorbic-acid-oral.html
3525,Ascorbic acid and carbonyl iron,https://www.drugs.com/mtm/ascorbic-acid-and-carbonyl-iron.html
3526,Ascorbic Acid Injection,https://www.drugs.com/pro/ascorbic-acid-injection.html
3527,Ascorbic Acid Quick Melts,https://www.drugs.com/mtm/ascorbic-acid-quick-melts.html
3528,Ascriptin,https://www.drugs.com/cons/ascriptin.html
3529,Asenapine,https://www.drugs.com/monograph/asenapine.html
3530,Asenapine sublingual,https://www.drugs.com/mtm/asenapine-sublingual.html
3531,Asenapine Tablets,https://www.drugs.com/pro/asenapine-tablets.html
3532,Asenapine transdermal,https://www.drugs.com/mtm/asenapine-transdermal.html
3533,Asendin,https://www.drugs.com/cons/asendin.html
3534,Asfotase alfa,https://www.drugs.com/mtm/asfotase-alfa.html
3535,Ashlyna,https://www.drugs.com/pro/ashlyna.html
3536,Ashlyna extended-cycle,https://www.drugs.com/mtm/ashlyna-extended-cycle.html
3537,Ashwagandha,https://www.drugs.com/npc/ashwagandha.html
3538,Asmanex,https://www.drugs.com/asmanex.html
3539,Asmanex HFA,https://www.drugs.com/mtm/asmanex-hfa.html
3540,Asmanex Twist,https://www.drugs.com/cons/asmanex-twist.html
3541,Asmanex Twisthaler 120 Dose,https://www.drugs.com/mtm/asmanex-twisthaler-120-dose.html
3542,Asmanex Twisthaler 60 Dose,https://www.drugs.com/mtm/asmanex-twisthaler-60-dose.html
3543,Asparaginase Erwinia chrysanthemi,https://www.drugs.com/mtm/asparaginase-erwinia-chrysanthemi.html
3544,Asparaginase erwinia chrysanthemi recombinant-rywn,https://www.drugs.com/cons/asparaginase-erwinia-chrysanthemi-recombinant-rywn.html
3545,Asparagus,https://www.drugs.com/npp/asparagus.html
3546,Asparlas,https://www.drugs.com/mtm/asparlas.html
3547,Aspercreme Arthritis Pain,https://www.drugs.com/mtm/aspercreme-arthritis-pain.html
3548,Aspercreme Heat Pain Relieving,https://www.drugs.com/mtm/aspercreme-heat-pain-relieving.html
3549,Aspercreme Warming Pain Relief Patch,https://www.drugs.com/mtm/aspercreme-warming-pain-relief-patch.html
3550,Asperflex Advance topical,https://www.drugs.com/mtm/asperflex-advance-topical.html
3551,Aspergum,https://www.drugs.com/cons/aspergum.html
3552,Aspi-Cor,https://www.drugs.com/mtm/aspi-cor.html
3553,Aspir-Low,https://www.drugs.com/mtm/aspir-low.html
3554,Aspirin,https://www.drugs.com/aspirin.html
3555,Aspirin and caffeine,https://www.drugs.com/mtm/aspirin-and-caffeine.html
3556,Aspirin and dipyridamole,https://www.drugs.com/mtm/aspirin-and-dipyridamole.html
3557,Aspirin and Dipyridamole Capsules,https://www.drugs.com/pro/aspirin-and-dipyridamole-capsules.html
3558,Aspirin and omeprazole,https://www.drugs.com/mtm/aspirin-and-omeprazole.html
3559,Aspirin and Omeprazole Tablets,https://www.drugs.com/pro/aspirin-and-omeprazole-tablets.html
3560,Aspirin Low Dose Enteric Coated,https://www.drugs.com/pro/aspirin-low-dose-enteric-coated.html
3561,Aspirin rectal,https://www.drugs.com/mtm/aspirin-rectal.html
3562,"Aspirin, butalbital, and caffeine",https://www.drugs.com/mtm/aspirin-butalbital-and-caffeine.html
3563,"Aspirin, butalbital, caffeine, and codeine",https://www.drugs.com/mtm/aspirin-butalbital-caffeine-and-codeine.html
3564,"Aspirin, caffeine, and dihydrocodeine",https://www.drugs.com/cons/aspirin-caffeine-and-dihydrocodeine.html
3565,"Aspirin, caffeine, and orphenadrine",https://www.drugs.com/mtm/aspirin-caffeine-and-orphenadrine.html
3566,"Aspirin, carisoprodol, and codeine",https://www.drugs.com/mtm/aspirin-carisoprodol-and-codeine.html
3567,"Aspirin, chlorpheniramine, and phenylephrine",https://www.drugs.com/mtm/aspirin-chlorpheniramine-and-phenylephrine.html
3568,"Aspirin, chlorpheniramine, dextromethorphan, and phenylephrine",https://www.drugs.com/mtm/aspirin-chlorpheniramine-dextromethorphan-and-phenylephrine.html
3569,"Aspirin, dextromethorphan, doxylamine, and phenylephrine",https://www.drugs.com/mtm/aspirin-dextromethorphan-doxylamine-and-phenylephrine.html
3570,"Aspirin, sodium bicarbonate, and citric acid",https://www.drugs.com/cons/aspirin-sodium-bicarbonate-and-citric-acid.html
3571,Aspirtab,https://www.drugs.com/cons/aspirtab.html
3572,Aspruzyo Sprinkle,https://www.drugs.com/mtm/aspruzyo-sprinkle.html
3573,Assure Sore Throat,https://www.drugs.com/cons/assure-sore-throat.html
3574,Astagraf XL,https://www.drugs.com/cons/astagraf-xl.html
3575,Astelin,https://www.drugs.com/astelin.html
3576,Astelin Ready-Spray,https://www.drugs.com/cons/astelin-ready-spray.html
3577,Astepro,https://www.drugs.com/astepro.html
3578,Astepro Allergy,https://www.drugs.com/pro/astepro-allergy.html
3579,Astero Gel,https://www.drugs.com/pro/astero-gel.html
3580,Asthmanefrin,https://www.drugs.com/mtm/asthmanefrin.html
3581,Astragalus,https://www.drugs.com/npc/astragalus.html
3582,Astramorph PF,https://www.drugs.com/cons/astramorph-pf.html
3583,AstrinGyn,https://www.drugs.com/pro/astringyn.html
3584,About Drugs.com,https://www.drugs.com/support/about.html
3585,Advertising policy,https://www.drugs.com/support/advertising.html
3586,Attribution & citations,https://www.drugs.com/support/citations.html
3587,A/T/S,https://www.drugs.com/cons/a-t-s.html
3588,Atacand,https://www.drugs.com/atacand.html
3589,Atacand HCT,https://www.drugs.com/mtm/atacand-hct.html
3590,Atarax,https://www.drugs.com/atarax.html
3591,Atazanavir,https://www.drugs.com/mtm/atazanavir.html
3592,Atazanavir and cobicistat,https://www.drugs.com/mtm/atazanavir-and-cobicistat.html
3593,Atazanavir Sulfate,https://www.drugs.com/monograph/atazanavir-sulfate.html
3594,Atelvia,https://www.drugs.com/atelvia.html
3595,Atenolol,https://www.drugs.com/atenolol.html
3596,Atenolol (Intravenous),https://www.drugs.com/cons/atenolol-intravenous.html
3597,Atenolol and chlorthalidone,https://www.drugs.com/mtm/atenolol-and-chlorthalidone.html
3598,Atenolol and Chlorthalidone Tablets,https://www.drugs.com/pro/atenolol-and-chlorthalidone-tablets.html
3599,Atenolol Tablets,https://www.drugs.com/pro/atenolol-tablets.html
3600,Atezolizumab,https://www.drugs.com/atezolizumab.html
3601,Atezolizumab and hyaluronidase,https://www.drugs.com/mtm/atezolizumab-and-hyaluronidase.html
